Distancia(m), Tempo Total(s), Tempo de Atraso(s), Data e hora de partida, Data e hora de chegada, Pontos
26730, 2284, 0, 2016-07-05T23:43:13-03:00, 2016-07-06T00:21:17-03:00
26730, 2284, 0, 2016-07-05T23:58:17-03:00, 2016-07-06T00:36:21-03:00
26730, 2618, 334, 2016-07-06T00:13:20-03:00, 2016-07-06T00:56:58-03:00
26730, 2284, 0, 2016-07-06T00:28:30-03:00, 2016-07-06T01:06:34-03:00
26730, 2284, 0, 2016-07-06T00:43:35-03:00, 2016-07-06T01:21:39-03:00
26730, 2284, 0, 2016-07-06T00:58:39-03:00, 2016-07-06T01:36:43-03:00
26730, 2284, 0, 2016-07-06T01:13:42-03:00, 2016-07-06T01:51:46-03:00
26730, 2284, 0, 2016-07-06T01:28:46-03:00, 2016-07-06T02:06:50-03:00
26730, 2284, 0, 2016-07-06T01:43:49-03:00, 2016-07-06T02:21:53-03:00
26730, 2284, 0, 2016-07-06T01:58:53-03:00, 2016-07-06T02:36:57-03:00
26730, 2284, 0, 2016-07-06T02:13:56-03:00, 2016-07-06T02:52:00-03:00
26730, 2284, 0, 2016-07-06T02:29:00-03:00, 2016-07-06T03:07:04-03:00
26730, 2284, 0, 2016-07-06T02:44:03-03:00, 2016-07-06T03:22:07-03:00
26730, 2284, 0, 2016-07-06T02:59:06-03:00, 2016-07-06T03:37:10-03:00
26730, 2284, 0, 2016-07-06T03:14:10-03:00, 2016-07-06T03:52:14-03:00
26730, 2287, 0, 2016-07-06T03:29:13-03:00, 2016-07-06T04:07:20-03:00
26730, 2296, 0, 2016-07-06T03:44:17-03:00, 2016-07-06T04:22:33-03:00
26730, 2306, 0, 2016-07-06T03:59:20-03:00, 2016-07-06T04:37:45-03:00
26730, 2311, 0, 2016-07-06T04:14:25-03:00, 2016-07-06T04:52:56-03:00
26730, 2319, 0, 2016-07-06T04:29:29-03:00, 2016-07-06T05:08:08-03:00
26730, 2328, 0, 2016-07-06T04:44:32-03:00, 2016-07-06T05:23:20-03:00
26730, 2344, 0, 2016-07-06T04:59:35-03:00, 2016-07-06T05:38:38-03:00
26730, 2366, 0, 2016-07-06T05:14:40-03:00, 2016-07-06T05:54:06-03:00
26730, 2400, 0, 2016-07-06T05:29:43-03:00, 2016-07-06T06:09:43-03:00
26730, 2670, 214, 2016-07-06T05:44:47-03:00, 2016-07-06T06:29:17-03:00
26730, 2519, 0, 2016-07-06T05:59:50-03:00, 2016-07-06T06:41:49-03:00
26735, 2820, 257, 2016-07-06T06:14:53-03:00, 2016-07-06T07:01:53-03:00
26735, 2762, 112, 2016-07-06T06:29:57-03:00, 2016-07-06T07:15:58-03:00
26730, 2901, 104, 2016-07-06T06:45:00-03:00, 2016-07-06T07:33:20-03:00
26809, 3050, 304, 2016-07-06T07:00:03-03:00, 2016-07-06T07:50:53-03:00
26730, 3289, 304, 2016-07-06T07:15:06-03:00, 2016-07-06T08:09:55-03:00
26730, 3147, 0, 2016-07-06T07:30:09-03:00, 2016-07-06T08:22:35-03:00
